1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,75500,KG,1,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,9700,KG,2,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,41500,KG,3,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,17100,KG,4,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,52400,KG,5,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,15300,KG,6,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,81000,KG,7,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,92200,KG,8,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,77500,KG,9,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,20600,KG,10,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,13200,KG,11,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,12800,KG,12,2014,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,42400,KG,1,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,11300,KG,2,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,6500,KG,3,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,30300,KG,6,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,49800,KG,7,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,66200,KG,8,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,20000,KG,9,2015,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,98000,KG,10,2015,56.25,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,1700,KG,11,2015,65.25,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,5500,KG,12,2015,55.5,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,27900,KG,1,2016,55.5,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,51200,KG,2,2016,55.5,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,92500,KG,3,2016,55.5,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,28000,KG,4,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,78800,KG,5,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,51200,KG,6,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,26600,KG,7,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,94200,KG,8,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,48100,KG,9,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,88800,KG,10,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,1200,KG,11,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,57700,KG,12,2016,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,28600,KG,1,2017,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,41300,KG,2,2017,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,23900,KG,3,2017,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,77800,KG,4,2017,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,73300,KG,5,2017,50,WFP
1,Afghanistan,272,Badakhshan,266,Fayzabad,55,87,AFN,15,Retail,65700,KG,6,2017,50,WFP
